ItemCode,TextAr,PatternId,PatternKey,PatternNameAr,SubId,SubKey,SubNameAr,Type,Reverse,TimeLimitSeconds,Weight,CorrectAnswer,Options
I135,أنفعل بسرعة في المواقف المحبطة,P4,behavioral_patterns,الأنماط السلوكية,P4_S3,anger_control,ضبط الانفعالات والغضب,MCQ,1,45,1,B,لا، أبداً|نعم، غالباً|أحياناً|لا أعلم
I136,أستخدم استراتيجيات فعالة لتهدئة نفسي,P4,behavioral_patterns,الأنماط السلوكية,P4_S3,anger_control,ضبط الانفعالات والغضب,LikertAgreement,0,45,1,,
I137,أتعامل مع الانفعالات السلبية بشكل صحي,P4,behavioral_patterns,الأنماط السلوكية,P4_S3,anger_control,ضبط الانفعالات والغضب,LikertAgreement,0,45,1,,
I138,أتصرف باندفاع عندما أغضب دون تفكير,P4,behavioral_patterns,الأنماط السلوكية,P4_S3,anger_control,ضبط الانفعالات والغضب,LikertAgreement,1,45,1,,
I139,أفتقد استراتيجيات فعالة للتحكم في غضبي,P4,behavioral_patterns,الأنماط السلوكية,P4_S3,anger_control,ضبط الانفعالات والغضب,LikertAgreement,1,45,1,,
I140,أعبر عن انفعالاتي بطرق تضر بعلاقاتي,P4,behavioral_patterns,الأنماط السلوكية,P4_S3,anger_control,ضبط الانفعالات والغضب,LikertAgreement,1,45,1,,
I141,أحل المسائل الحسابية بسرعة ودقة,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S1,arithmetic,القدرات الحسابية,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I142,أستمتع بالعمل مع الأرقام والعمليات الرياضية,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S1,arithmetic,القدرات الحسابية,MCQ,0,45,1,B,لا، نادراً|نعم، دائماً|أحياناً|لا أعلم
I143,أستطيع إجراء العمليات الحسابية ذهنيًا,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S1,arithmetic,القدرات الحسابية,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I144,أجد صعوبة في حل المسائل الحسابية,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S1,arithmetic,القدرات الحسابية,MCQ,1,45,1,A,نعم، غالباً|لا، أبداً|أحياناً|لا أعلم
I145,أشعر بعدم الارتياح عند العمل مع الأرقام,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S1,arithmetic,القدرات الحسابية,MCQ,1,45,1,B,لا، أبداً|نعم، غالباً|أحياناً|لا أعلم
I146,أفهم المفاهيم الرياضية والعددية بسهولة,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S1,arithmetic,القدرات الحسابية,LikertAgreement,0,45,1,,
I147,أستخدم الرياضيات في حل المشكلات اليومية,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S1,arithmetic,القدرات الحسابية,LikertAgreement,0,45,1,,
I148,أحتاج لآلة حاسبة حتى للعمليات البسيطة,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S1,arithmetic,القدرات الحسابية,LikertAgreement,1,45,1,,
I149,أواجه صعوبة في فهم المفاهيم الرياضية,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S1,arithmetic,القدرات الحسابية,LikertAgreement,1,45,1,,
I150,أتجنب استخدام الرياضيات في حياتي اليومية,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S1,arithmetic,القدرات الحسابية,LikertAgreement,1,45,1,,
I151,أستنتج النتائج المنطقية من المعلومات المتاحة,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S2,deduction,الاستنتاج المنطقي,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I152,أكتشف الأخطاء في الحجج والبراهين المنطقية,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S2,deduction,الاستنتاج المنطقي,MCQ,0,45,1,B,لا، نادراً|نعم، دائماً|أحياناً|لا أعلم
I153,أفكر بطريقة منهجية ومنطقية,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S2,deduction,الاستنتاج المنطقي,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I154,أجد صعوبة في الوصول لاستنتاجات منطقية,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S2,deduction,الاستنتاج المنطقي,MCQ,1,45,1,A,نعم، غالباً|لا، أبداً|أحياناً|لا أعلم
I155,لا ألاحظ الأخطاء المنطقية في الحجج,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S2,deduction,الاستنتاج المنطقي,MCQ,1,45,1,B,لا، أبداً|نعم، غالباً|أحياناً|لا أعلم
I156,أستطيع تحليل المشكلات المعقدة خطوة بخطوة,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S2,deduction,الاستنتاج المنطقي,LikertAgreement,0,45,1,,
I157,أصل للاستنتاجات الصحيحة من المقدمات,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S2,deduction,الاستنتاج المنطقي,LikertAgreement,0,45,1,,
I158,أفضل الاعتماد على الحدس بدلاً من المنطق,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S2,deduction,الاستنتاج المنطقي,LikertAgreement,1,45,1,,
I159,أشعر بالارتباك عند تحليل المشكلات المعقدة,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S2,deduction,الاستنتاج المنطقي,LikertAgreement,1,45,1,,
I160,أصل لاستنتاجات خاطئة رغم توفر المعلومات,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S2,deduction,الاستنتاج المنطقي,LikertAgreement,1,45,1,,
I161,أكتشف العلاقات والأنماط في البيانات,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S3,correlation,معامل الارتباط والتحليل,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I162,أستطيع تحليل البيانات واستخلاص النتائج,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S3,correlation,معامل الارتباط والتحليل,MCQ,0,45,1,B,لا، نادراً|نعم، دائماً|أحياناً|لا أعلم
I163,أفهم العلاقات السببية بين المتغيرات,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S3,correlation,معامل الارتباط والتحليل,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I164,أجد صعوبة في اكتشاف الأنماط في البيانات,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S3,correlation,معامل الارتباط والتحليل,MCQ,1,45,1,A,نعم، غالباً|لا، أبداً|أحياناً|لا أعلم
I165,لا أستطيع تحليل البيانات بشكل فعال,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S3,correlation,معامل الارتباط والتحليل,MCQ,1,45,1,B,لا، أبداً|نعم، غالباً|أحياناً|لا أعلم
I166,أستخدم التحليل الإحصائي في اتخاذ القرارات,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S3,correlation,معامل الارتباط والتحليل,LikertAgreement,0,45,1,,
I167,أميز بين الارتباط والسببية في البيانات,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S3,correlation,معامل الارتباط والتحليل,LikertAgreement,0,45,1,,
I168,أخلط بين الارتباط والسببية,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S3,correlation,معامل الارتباط والتحليل,LikertAgreement,1,45,1,,
I169,أتجنب استخدام التحليل الإحصائي,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S3,correlation,معامل الارتباط والتحليل,LikertAgreement,1,45,1,,
I170,أفتقد القدرة على استخلاص النتائج من البيانات,P5,numerical_logical,الأنماط العددية والمنطقية,P5_S3,correlation,معامل الارتباط والتحليل,LikertAgreement,1,45,1,,
I171,أتخذ قرارات مدروسة بناءً على المعلومات المتاحة,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S1,decision_making,اتخاذ القرار,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I172,أوازن بين الخيارات المختلفة قبل اتخاذ القرار,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S1,decision_making,اتخاذ القرار,MCQ,0,45,1,B,لا، نادراً|نعم، دائماً|أحياناً|لا أعلم
I173,أتحمل مسؤولية قراراتي ونتائجها,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S1,decision_making,اتخاذ القرار,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I174,أتردد كثيرًا قبل اتخاذ أي قرار,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S1,decision_making,اتخاذ القرار,MCQ,1,45,1,A,نعم، غالباً|لا، أبداً|أحياناً|لا أعلم
I175,أتخذ قرارات متسرعة دون تفكير كافٍ,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S1,decision_making,اتخاذ القرار,MCQ,1,45,1,B,لا، أبداً|نعم، غالباً|أحياناً|لا أعلم
I176,أتخذ القرارات بثقة حتى في ظل عدم اليقين,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S1,decision_making,اتخاذ القرار,LikertAgreement,0,45,1,,
I177,أقيّم نتائج قراراتي وأتعلم منها,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S1,decision_making,اتخاذ القرار,LikertAgreement,0,45,1,,
I178,أتهرب من تحمل مسؤولية قراراتي,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S1,decision_making,اتخاذ القرار,LikertAgreement,1,45,1,,
I179,أشعر بعدم الثقة عند اتخاذ القرارات المهمة,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S1,decision_making,اتخاذ القرار,LikertAgreement,1,45,1,,
I180,لا أقيّم نتائج قراراتي ولا أتعلم منها,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S1,decision_making,اتخاذ القرار,LikertAgreement,1,45,1,,
I181,أفوض المهام للآخرين بناءً على قدراتهم,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S2,delegation,تفويض المهام,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I182,أثق بقدرة فريقي على إنجاز المهام المفوضة,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S2,delegation,تفويض المهام,MCQ,0,45,1,B,لا، نادراً|نعم، دائماً|أحياناً|لا أعلم
I183,أوضح التوقعات والمسؤوليات عند التفويض,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S2,delegation,تفويض المهام,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I184,أجد صعوبة في تفويض المهام للآخرين,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S2,delegation,تفويض المهام,MCQ,1,45,1,A,نعم، غالباً|لا، أبداً|أحياناً|لا أعلم
I185,لا أثق بقدرة الآخرين على إنجاز المهام,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S2,delegation,تفويض المهام,MCQ,1,45,1,B,لا، أبداً|نعم، غالباً|أحياناً|لا أعلم
I186,أتابع المهام المفوضة دون التدخل المفرط,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S2,delegation,تفويض المهام,LikertAgreement,0,45,1,,
I187,أقدم الدعم اللازم للمفوض إليهم,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S2,delegation,تفويض المهام,LikertAgreement,0,45,1,,
I188,أفشل في توضيح التوقعات عند التفويض,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S2,delegation,تفويض المهام,LikertAgreement,1,45,1,,
I189,أتدخل بشكل مفرط في المهام المفوضة,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S2,delegation,تفويض المهام,LikertAgreement,1,45,1,,
I190,لا أقدم الدعم الكافي للمفوض إليهم,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S2,delegation,تفويض المهام,LikertAgreement,1,45,1,,
I191,أطبق نظامًا عادلاً للثواب والعقاب,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S3,reward_accountability,الثواب والعقاب والمساءلة,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I192,أحاسب على النتائج بشكل موضوعي ومنصف,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S3,reward_accountability,الثواب والعقاب والمساءلة,MCQ,0,45,1,B,لا، نادراً|نعم، دائماً|أحياناً|لا أعلم
I193,أكافئ الأداء الممتاز والجهود الاستثنائية,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S3,reward_accountability,الثواب والعقاب والمساءلة,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I194,أفشل في تطبيق نظام عادل للثواب والعقاب,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S3,reward_accountability,الثواب والعقاب والمساءلة,MCQ,1,45,1,A,نعم، غالباً|لا، أبداً|أحياناً|لا أعلم
I195,أحاسب الآخرين بطريقة غير موضوعية,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S3,reward_accountability,الثواب والعقاب والمساءلة,MCQ,1,45,1,B,لا، أبداً|نعم، غالباً|أحياناً|لا أعلم
I196,أواجه الأداء الضعيف بطريقة بناءة,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S3,reward_accountability,الثواب والعقاب والمساءلة,LikertAgreement,0,45,1,,
I197,أوازن بين المساءلة والدعم,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S3,reward_accountability,الثواب والعقاب والمساءلة,LikertAgreement,0,45,1,,
I198,لا أكافئ الأداء الجيد بشكل كافٍ,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S3,reward_accountability,الثواب والعقاب والمساءلة,LikertAgreement,1,45,1,,
I199,أتجنب مواجهة الأداء الضعيف,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S3,reward_accountability,الثواب والعقاب والمساءلة,LikertAgreement,1,45,1,,
I200,أركز على المساءلة دون تقديم الدعم,P6,leadership_organizational,الأنماط القيادية والتنظيمية,P6_S3,reward_accountability,الثواب والعقاب والمساءلة,LikertAgreement,1,45,1,,
I201,أتعامل مع المواقف المهنية المعقدة بفعالية,P7,general_professional_aptitudes,الاستعدادات المهنية العامة,P7_S1,complex_work_situations,التعامل مع مواقف العمل المعقدة,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I202,أحلل المشكلات متعددة الأبعاد بشكل شامل,P7,general_professional_aptitudes,الاستعدادات المهنية العامة,P7_S1,complex_work_situations,التعامل مع مواقف العمل المعقدة,MCQ,0,45,1,B,لا، نادراً|نعم، دائماً|أحياناً|لا أعلم
I203,أدير الأولويات المتضاربة بمهارة,P7,general_professional_aptitudes,الاستعدادات المهنية العامة,P7_S1,complex_work_situations,التعامل مع مواقف العمل المعقدة,MCQ,0,45,1,A,نعم، دائماً|لا، نادراً|أحياناً|لا أعلم
I204,أشعر بالإرباك أمام المواقف المهنية المعقدة,P7,general_professional_aptitudes,الاستعدادات المهنية العامة,P7_S1,complex_work_situations,التعامل مع مواقف العمل المعقدة,MCQ,1,45,1,A,نعم، غالباً|لا، أبداً|أحياناً|لا أعلم
I205,أجد صعوبة في فهم المشكلات متعددة الأبعاد,P7,general_professional_aptitudes,الاستعدادات المهنية العامة,P7_S1,complex_work_situations,التعامل مع مواقف العمل المعقدة,MCQ,1,45,1,B,لا، أبداً|نعم، غالباً|أحياناً|لا أعلم
I206,أتخذ قرارات سليمة في ظل الضغوط والتعقيد,P7,general_professional_aptitudes,الاستعدادات المهنية العامة,P7_S1,complex_work_situations,التعامل مع مواقف العمل المعقدة,LikertAgreement,0,45,1,,
I207,أستفيد من الموارد المتاحة لحل المشكلات المعقدة,P7,general_professional_aptitudes,الاستعدادات المهنية العامة,P7_S1,complex_work_situations,التعامل مع مواقف العمل المعقدة,LikertAgreement,0,45,1,,
I208,لا أستطيع إدارة الأولويات المتضاربة,P7,general_professional_aptitudes,الاستعدادات المهنية العامة,P7_S1,complex_work_situations,التعامل مع مواقف العمل المعقدة,LikertAgreement,1,45,1,,
I209,أتخذ قرارات خاطئة تحت الضغط والتعقيد,P7,general_professional_aptitudes,الاستعدادات المهنية العامة,P7_S1,complex_work_situations,التعامل مع مواقف العمل المعقدة,LikertAgreement,1,45,1,,
I210,أفشل في استخدام الموارد بفعالية لحل المشكلات,P7,general_professional_aptitudes,الاستعدادات المهنية العامة,P7_S1,complex_work_situations,التعامل مع مواقف العمل المعقدة,LikertAgreement,1,45,1,,
